customer_id,booking_date,product_booked,Booking_Price,Discount
402,05/12/2016,Economy,4000,320
407,05/12/2016,Premium_Economy,5000,280
409,05/12/2016,Economy,4000,0
411,06/12/2016,Economy,4000,330
413,06/12/2016,Business,8000,290
415,06/12/2016,Business,8000,720
416,06/12/2016,Business,8000,140
421,06/12/2016,Business,8000,510
423,06/12/2016,Economy,4000,700
424,06/12/2016,Premium_Economy,5000,360
425,06/12/2016,Business,8000,120
426,06/12/2016,Premium_Economy,5000,150
433,06/12/2016,Economy,4000,370
434,06/12/2016,Economy,4000,170
437,06/12/2016,Business,8000,560
440,06/12/2016,Business,8000,490
441,06/12/2016,Business,8000,900
454,06/12/2016,Business,8000,340
455,06/12/2016,Business,8000,200
458,06/12/2016,Economy,4000,0
461,06/12/2016,Premium_Economy,5000,360
464,07/12/2016,Premium_Economy,5000,260
465,07/12/2016,Business,8000,460
474,07/12/2016,Economy,4000,0
477,07/12/2016,Business,8000,560
484,07/12/2016,Business,8000,320
486,07/12/2016,Business,8000,310
487,07/12/2016,Business,8000,560
489,07/12/2016,Economy,4000,800
495,07/12/2016,Business,8000,580
500,07/12/2016,Business,8000,750
506,07/12/2016,Business,8000,640
508,07/12/2016,Premium_Economy,5000,180
513,07/12/2016,Economy,4000,280
514,07/12/2016,Premium_Economy,5000,600
517,07/12/2016,Business,8000,240
520,07/12/2016,Economy,4000,200
524,07/12/2016,Business,8000,120
534,07/12/2016,Business,8000,100
538,08/12/2016,Premium_Economy,5000,250
540,08/12/2016,Business,8000,290
543,08/12/2016,Economy,4000,220
545,08/12/2016,Economy,4000,310
547,08/12/2016,Economy,4000,200
548,08/12/2016,Economy,4000,370
555,08/12/2016,Business,8000,520
561,08/12/2016,Business,8000,400
565,08/12/2016,Economy,4000,390
568,08/12/2016,Business,8000,400
569,08/12/2016,Business,8000,340
577,08/12/2016,Economy,4000,200
579,08/12/2016,Economy,4000,360
585,08/12/2016,Economy,4000,390
590,08/12/2016,Premium_Economy,5000,260
594,08/12/2016,Business,8000,170
595,08/12/2016,Business,8000,260
599,08/12/2016,Economy,4000,120
606,08/12/2016,Economy,4000,340
611,08/12/2016,Business,8000,240
613,08/12/2016,Premium_Economy,5000,480
614,09/12/2016,Premium_Economy,5000,370
618,09/12/2016,Business,8000,310
619,09/12/2016,Premium_Economy,5000,400
621,09/12/2016,Premium_Economy,5000,170
622,09/12/2016,Economy,4000,190
623,09/12/2016,Premium_Economy,5000,700
624,09/12/2016,Business,8000,230
634,10/12/2016,Business,8000,320
636,10/12/2016,Economy,4000,140
638,10/12/2016,Economy,4000,350
646,10/12/2016,Business,8000,400
648,10/12/2016,Economy,4000,340
650,10/12/2016,Economy,4000,110
651,10/12/2016,Economy,4000,150
652,10/12/2016,Premium_Economy,5000,410
653,10/12/2016,Premium_Economy,5000,180
657,10/12/2016,Economy,4000,110
660,10/12/2016,Business,8000,520
661,10/12/2016,Premium_Economy,5000,290
663,10/12/2016,Business,8000,700
670,10/12/2016,Premium_Economy,5000,470
671,10/12/2016,Economy,4000,220
680,10/12/2016,Economy,4000,220
689,10/12/2016,Economy,4000,310
691,10/12/2016,Premium_Economy,5000,120
692,10/12/2016,Business,8000,560
694,10/12/2016,Business,8000,560
703,10/12/2016,Business,8000,330
705,10/12/2016,Premium_Economy,5000,200
709,10/12/2016,Premium_Economy,5000,230
710,10/12/2016,Premium_Economy,5000,440
718,10/12/2016,Economy,4000,230
728,12/12/2016,Premium_Economy,5000,200
729,12/12/2016,Business,8000,580
731,12/12/2016,Premium_Economy,5000,160
732,12/12/2016,Business,8000,520
734,12/12/2016,Economy,4000,250
736,12/12/2016,Economy,4000,320
739,12/12/2016,Business,8000,200
742,12/12/2016,Business,8000,140
747,12/12/2016,Business,8000,590
748,12/12/2016,Premium_Economy,5000,800
749,12/12/2016,Economy,4000,100
750,12/12/2016,Business,8000,770
751,12/12/2016,Business,8000,560
753,12/12/2016,Economy,4000,180
754,12/12/2016,Economy,4000,310
759,12/12/2016,Economy,4000,310
761,12/12/2016,Premium_Economy,5000,700
763,12/12/2016,Economy,4000,300
767,12/12/2016,Business,8000,720
773,12/12/2016,Business,8000,180
774,12/12/2016,Business,8000,230
776,12/12/2016,Economy,4000,120
777,12/12/2016,Business,8000,220
780,12/12/2016,Business,8000,320
783,12/12/2016,Business,8000,550
785,12/12/2016,Business,8000,340
788,12/12/2016,Business,8000,630
798,12/12/2016,Business,8000,350
799,12/12/2016,Economy,4000,210
800,12/12/2016,Business,8000,710
801,12/12/2016,Business,8000,230
802,12/12/2016,Business,8000,110
804,13/12/2016,Premium_Economy,5000,200
805,13/12/2016,Business,8000,660
813,13/12/2016,Economy,4000,370
818,13/12/2016,Economy,4000,300
821,13/12/2016,Premium_Economy,5000,310
825,13/12/2016,Premium_Economy,5000,500
828,13/12/2016,Economy,4000,100
829,13/12/2016,Premium_Economy,5000,500
830,13/12/2016,Business,8000,610
837,13/12/2016,Economy,4000,300
840,13/12/2016,Economy,4000,390
849,13/12/2016,Economy,4000,140
853,13/12/2016,Business,8000,770
856,13/12/2016,Premium_Economy,5000,500
858,13/12/2016,Premium_Economy,5000,380
859,13/12/2016,Business,8000,560
860,13/12/2016,Premium_Economy,5000,340
861,13/12/2016,Business,8000,340
864,13/12/2016,Premium_Economy,5000,120
866,13/12/2016,Business,8000,740
869,13/12/2016,Economy,4000,190
873,14/12/2016,Business,8000,700
874,14/12/2016,Premium_Economy,5000,220
875,14/12/2016,Business,8000,210
878,14/12/2016,Economy,4000,400
882,14/12/2016,Business,8000,300
889,14/12/2016,Premium_Economy,5000,200
894,14/12/2016,Business,8000,480
897,14/12/2016,Premium_Economy,5000,100
901,14/12/2016,Economy,4000,0
902,14/12/2016,Business,8000,770
903,14/12/2016,Economy,4000,210
905,14/12/2016,Business,8000,550
906,14/12/2016,Economy,4000,240
909,14/12/2016,Economy,4000,120
912,14/12/2016,Business,8000,740
914,14/12/2016,Business,8000,380
921,14/12/2016,Business,8000,800
929,14/12/2016,Business,8000,560
935,14/12/2016,Premium_Economy,5000,600
939,15/12/2016,Business,8000,650
941,15/12/2016,Premium_Economy,5000,200
942,15/12/2016,Business,8000,660
948,15/12/2016,Premium_Economy,5000,240
953,15/12/2016,Economy,4000,100
961,15/12/2016,Economy,4000,330
965,15/12/2016,Economy,4000,240
968,15/12/2016,Economy,4000,150
970,15/12/2016,Premium_Economy,5000,320
972,15/12/2016,Premium_Economy,5000,450
974,15/12/2016,Business,8000,750
978,15/12/2016,Economy,4000,200
982,15/12/2016,Premium_Economy,5000,200
983,15/12/2016,Economy,4000,0
986,15/12/2016,Economy,4000,130
987,15/12/2016,Economy,4000,130
988,15/12/2016,Economy,4000,320
990,15/12/2016,Business,8000,570
993,15/12/2016,Economy,4000,100
996,15/12/2016,Premium_Economy,5000,490
997,15/12/2016,Economy,4000,100
999,16/12/2016,Economy,4000,300
1003,16/12/2016,Economy,4000,350
1004,16/12/2016,Business,8000,540
1007,16/12/2016,Economy,4000,290
1008,17/12/2016,Economy,4000,100
1016,17/12/2016,Business,8000,490
1019,17/12/2016,Business,8000,130
1025,17/12/2016,Economy,4000,100
1026,17/12/2016,Premium_Economy,5000,480
1027,17/12/2016,Economy,4000,130
1028,17/12/2016,Business,8000,360
1033,17/12/2016,Business,8000,610
1035,17/12/2016,Premium_Economy,5000,160
1038,17/12/2016,Premium_Economy,5000,450
1041,17/12/2016,Premium_Economy,5000,600
1042,17/12/2016,Business,8000,240
1043,17/12/2016,Premium_Economy,5000,170
1045,17/12/2016,Economy,4000,310
1047,17/12/2016,Business,8000,110
1050,17/12/2016,Business,8000,550
1058,17/12/2016,Economy,4000,130
1060,17/12/2016,Premium_Economy,5000,160
1061,17/12/2016,Business,8000,190
1066,17/12/2016,Business,8000,490
1067,17/12/2016,Premium_Economy,5000,470
1069,17/12/2016,Premium_Economy,5000,270
1071,17/12/2016,Premium_Economy,5000,470
1073,17/12/2016,Business,8000,530
1077,17/12/2016,Premium_Economy,5000,450
1078,17/12/2016,Business,8000,240
1081,17/12/2016,Business,8000,560
1085,17/12/2016,Economy,4000,350
1089,17/12/2016,Business,8000,330
1091,17/12/2016,Business,8000,900
1098,17/12/2016,Business,8000,100
1100,17/12/2016,Economy,4000,390
1101,17/12/2016,Economy,4000,100
1103,17/12/2016,Economy,4000,170
1112,18/12/2016,Business,8000,450
1115,18/12/2016,Economy,4000,100
1116,18/12/2016,Economy,4000,380
1119,18/12/2016,Economy,4000,360
1121,18/12/2016,Premium_Economy,5000,350
1126,18/12/2016,Premium_Economy,5000,410
1129,18/12/2016,Economy,4000,0
1135,18/12/2016,Premium_Economy,5000,350
1141,18/12/2016,Business,8000,490
1146,18/12/2016,Economy,4000,340
1148,18/12/2016,Premium_Economy,5000,220
1152,18/12/2016,Economy,4000,100
1155,18/12/2016,Business,8000,660
1160,18/12/2016,Business,8000,790
1167,18/12/2016,Business,8000,130
1170,19/12/2016,Business,8000,450
1175,19/12/2016,Business,8000,410
1177,19/12/2016,Premium_Economy,5000,200
1178,19/12/2016,Economy,4000,390
1180,19/12/2016,Economy,4000,400
1181,19/12/2016,Business,8000,780
1182,19/12/2016,Business,8000,440
1185,19/12/2016,Economy,4000,300
1186,19/12/2016,Premium_Economy,5000,220
1189,19/12/2016,Economy,4000,370
1191,19/12/2016,Business,8000,550
1199,19/12/2016,Business,8000,290
1201,19/12/2016,Business,8000,510
1202,19/12/2016,Business,8000,400
1204,19/12/2016,Premium_Economy,5000,260
1209,19/12/2016,Business,8000,180
1213,19/12/2016,Business,8000,350
1215,19/12/2016,Business,8000,720
1216,19/12/2016,Premium_Economy,5000,170
1219,19/12/2016,Economy,4000,120
1220,19/12/2016,Business,8000,110
1222,19/12/2016,Premium_Economy,5000,120
1224,19/12/2016,Business,8000,900
1227,20/12/2016,Economy,4000,370
1232,20/12/2016,Business,8000,760
1237,20/12/2016,Business,8000,470
1238,20/12/2016,Business,8000,500
1239,20/12/2016,Economy,4000,700
1240,20/12/2016,Business,8000,500
1241,20/12/2016,Business,8000,450
1242,20/12/2016,Business,8000,660
1245,20/12/2016,Economy,4000,400
1249,20/12/2016,Business,8000,400
1251,20/12/2016,Business,8000,430
1252,20/12/2016,Business,8000,640
1257,20/12/2016,Business,8000,410
1258,20/12/2016,Economy,4000,130
1259,20/12/2016,Premium_Economy,5000,450
1263,20/12/2016,Business,8000,300
1264,20/12/2016,Economy,4000,100
1265,20/12/2016,Economy,4000,320
1267,20/12/2016,Business,8000,610
1270,20/12/2016,Business,8000,250
1273,20/12/2016,Business,8000,200
1275,20/12/2016,Economy,4000,300
1276,20/12/2016,Economy,4000,160
1279,20/12/2016,Premium_Economy,5000,300
1282,20/12/2016,Economy,4000,200
1283,20/12/2016,Economy,4000,250
1285,20/12/2016,Economy,4000,330
1287,20/12/2016,Economy,4000,190
1289,20/12/2016,Economy,4000,350
1291,20/12/2016,Premium_Economy,5000,430
1295,20/12/2016,Business,8000,120
1297,20/12/2016,Economy,4000,380
1298,20/12/2016,Premium_Economy,5000,170
1300,20/12/2016,Business,8000,900
1306,20/12/2016,Economy,4000,270
1307,20/12/2016,Business,8000,760
1309,20/12/2016,Business,8000,430
1311,21/12/2016,Economy,4000,200
1312,21/12/2016,Economy,4000,370
1314,21/12/2016,Economy,4000,370
1315,21/12/2016,Business,8000,100
1318,21/12/2016,Economy,4000,220
1319,21/12/2016,Premium_Economy,5000,230
1323,21/12/2016,Premium_Economy,5000,230
1324,21/12/2016,Economy,4000,150
1327,21/12/2016,Premium_Economy,5000,120
1329,21/12/2016,Business,8000,600
1332,21/12/2016,Economy,4000,290
1338,21/12/2016,Premium_Economy,5000,400
1339,21/12/2016,Economy,4000,600
1340,21/12/2016,Business,8000,680
1341,21/12/2016,Premium_Economy,5000,900
1342,21/12/2016,Business,8000,300
1347,21/12/2016,Economy,4000,170
1349,21/12/2016,Business,8000,180
1351,21/12/2016,Economy,4000,120
1357,21/12/2016,Premium_Economy,5000,430
1361,21/12/2016,Business,8000,900
1370,22/12/2016,Premium_Economy,5000,200
1374,22/12/2016,Business,8000,490
1375,22/12/2016,Economy,4000,230
1379,22/12/2016,Premium_Economy,5000,170
1382,22/12/2016,Premium_Economy,5000,300
1383,22/12/2016,Business,8000,310
1384,22/12/2016,Economy,4000,390
1385,22/12/2016,Business,8000,250
1388,22/12/2016,Economy,4000,360
1390,22/12/2016,Premium_Economy,5000,440
1391,22/12/2016,Economy,4000,300
1394,22/12/2016,Business,8000,120
1398,22/12/2016,Economy,4000,800
1401,22/12/2016,Economy,4000,160
1404,22/12/2016,Economy,4000,340
1417,22/12/2016,Economy,4000,370
1419,23/12/2016,Premium_Economy,5000,440
1420,23/12/2016,Premium_Economy,5000,470
1425,24/12/2016,Business,8000,750
1429,24/12/2016,Economy,4000,370
1435,24/12/2016,Premium_Economy,5000,490
1439,24/12/2016,Premium_Economy,5000,320
1453,24/12/2016,Business,8000,510
1455,24/12/2016,Premium_Economy,5000,200
1456,24/12/2016,Economy,4000,150
1462,24/12/2016,Economy,4000,210
1463,24/12/2016,Economy,4000,370
1464,24/12/2016,Economy,4000,220
1465,24/12/2016,Premium_Economy,5000,300
1467,24/12/2016,Premium_Economy,5000,240
1471,24/12/2016,Premium_Economy,5000,340
1475,24/12/2016,Premium_Economy,5000,450
1478,24/12/2016,Business,8000,720
1479,24/12/2016,Economy,4000,100
1485,24/12/2016,Business,8000,310
1488,24/12/2016,Economy,4000,160
1490,24/12/2016,Business,8000,600
1492,24/12/2016,Business,8000,180
1497,24/12/2016,Economy,4000,210
1500,24/12/2016,Premium_Economy,5000,420
1501,24/12/2016,Premium_Economy,5000,310
1504,25/12/2016,Business,8000,150
1506,25/12/2016,Premium_Economy,5000,500
1512,25/12/2016,Economy,4000,400
1513,25/12/2016,Economy,4000,300
1514,25/12/2016,Premium_Economy,5000,490
1520,25/12/2016,Premium_Economy,5000,420
1524,25/12/2016,Economy,4000,900
1525,25/12/2016,Economy,4000,200
1531,25/12/2016,Premium_Economy,5000,500
1533,25/12/2016,Economy,4000,390
1538,25/12/2016,Business,8000,460
1542,25/12/2016,Economy,4000,210
1544,25/12/2016,Premium_Economy,5000,340
1545,25/12/2016,Economy,4000,300
1546,25/12/2016,Premium_Economy,5000,170
1547,25/12/2016,Economy,4000,270
1550,25/12/2016,Premium_Economy,5000,140
1551,25/12/2016,Economy,4000,130
1552,25/12/2016,Business,8000,290
1553,25/12/2016,Premium_Economy,5000,600
1557,25/12/2016,Economy,4000,230
1558,25/12/2016,Business,8000,0
1559,25/12/2016,Economy,4000,390
1560,25/12/2016,Business,8000,180
1564,26/12/2016,Economy,4000,340
1567,26/12/2016,Business,8000,280
1568,26/12/2016,Economy,4000,340
1569,26/12/2016,Economy,4000,290
1570,26/12/2016,Business,8000,790
1574,26/12/2016,Business,8000,400
1575,26/12/2016,Premium_Economy,5000,210
1576,26/12/2016,Economy,4000,140
1580,26/12/2016,Economy,4000,300
1581,26/12/2016,Premium_Economy,5000,300
1584,26/12/2016,Premium_Economy,5000,330
1586,26/12/2016,Premium_Economy,5000,800
1587,26/12/2016,Economy,4000,300
1588,26/12/2016,Economy,4000,290
1589,26/12/2016,Economy,4000,130
1590,26/12/2016,Premium_Economy,5000,120
1592,26/12/2016,Economy,4000,130
1593,26/12/2016,Economy,4000,360
1594,26/12/2016,Premium_Economy,5000,360
1597,26/12/2016,Premium_Economy,5000,310
1607,26/12/2016,Economy,4000,310
1608,26/12/2016,Premium_Economy,5000,500
1609,26/12/2016,Economy,4000,330
1611,26/12/2016,Economy,4000,200
1612,26/12/2016,Economy,4000,290
1613,26/12/2016,Economy,4000,190
1616,26/12/2016,Economy,4000,140
1617,26/12/2016,Business,8000,290
1619,26/12/2016,Economy,4000,120
1620,26/12/2016,Business,8000,340
1621,26/12/2016,Premium_Economy,5000,450
1622,26/12/2016,Economy,4000,280
1624,26/12/2016,Economy,4000,140
1625,26/12/2016,Economy,4000,140
1626,26/12/2016,Business,8000,200
1627,26/12/2016,Business,8000,470
1628,26/12/2016,Economy,4000,230
1636,26/12/2016,Premium_Economy,5000,440
1637,26/12/2016,Economy,4000,180
1641,26/12/2016,Economy,4000,330
1642,26/12/2016,Premium_Economy,5000,490
1643,26/12/2016,Economy,4000,700
1646,26/12/2016,Business,8000,610
1656,27/12/2016,Economy,4000,900
1657,27/12/2016,Premium_Economy,5000,300
1663,27/12/2016,Economy,4000,380
1669,27/12/2016,Economy,4000,290
1670,27/12/2016,Premium_Economy,5000,370
1672,27/12/2016,Premium_Economy,5000,200
1676,27/12/2016,Economy,4000,150
1678,27/12/2016,Economy,4000,700
1679,27/12/2016,Business,8000,270
1684,27/12/2016,Business,8000,580
1690,27/12/2016,Premium_Economy,5000,230
1691,27/12/2016,Premium_Economy,5000,190
1693,27/12/2016,Premium_Economy,5000,190
1696,28/12/2016,Business,8000,550
1698,28/12/2016,Economy,4000,360
1700,28/12/2016,Business,8000,600
1705,28/12/2016,Business,8000,770
1706,28/12/2016,Economy,4000,310
1707,28/12/2016,Premium_Economy,5000,130
1718,28/12/2016,Economy,4000,150
1721,28/12/2016,Economy,4000,100
1726,28/12/2016,Economy,4000,360
1734,28/12/2016,Economy,4000,320
1739,28/12/2016,Premium_Economy,5000,410
1740,28/12/2016,Premium_Economy,5000,430
1749,29/12/2016,Business,8000,490
1751,29/12/2016,Business,8000,730
1753,29/12/2016,Economy,4000,150
1754,29/12/2016,Economy,4000,300
1755,29/12/2016,Business,8000,730
1760,29/12/2016,Business,8000,610
1762,29/12/2016,Business,8000,790
1764,29/12/2016,Economy,4000,200
1765,29/12/2016,Business,8000,170
1771,29/12/2016,Economy,4000,600
1776,29/12/2016,Premium_Economy,5000,170
1780,29/12/2016,Economy,4000,330
1785,29/12/2016,Economy,4000,400
1786,29/12/2016,Business,8000,600
1794,29/12/2016,Business,8000,800
1802,30/12/2016,Business,8000,130
1803,30/12/2016,Business,8000,400
1804,30/12/2016,Business,8000,580
1807,31/12/2016,Business,8000,490
1810,31/12/2016,Business,8000,590
1816,31/12/2016,Premium_Economy,5000,390
1817,31/12/2016,Business,8000,630
1818,31/12/2016,Business,8000,310
1820,31/12/2016,Business,8000,0
1822,31/12/2016,Business,8000,300
1825,31/12/2016,Economy,4000,390
1826,31/12/2016,Premium_Economy,5000,130
1830,31/12/2016,Economy,4000,300
1834,31/12/2016,Business,8000,470
1840,31/12/2016,Premium_Economy,5000,430
1844,31/12/2016,Business,8000,710
1850,02/01/2017,Economy,4000,330
1853,02/01/2017,Business,8000,300
1855,02/01/2017,Premium_Economy,5000,300
1857,02/01/2017,Premium_Economy,5000,360
1870,02/01/2017,Premium_Economy,5000,210
1872,02/01/2017,Business,8000,390
1882,02/01/2017,Premium_Economy,5000,100
1893,02/01/2017,Premium_Economy,5000,310
1896,03/01/2017,Premium_Economy,5000,400
1898,03/01/2017,Economy,4000,210
1900,03/01/2017,Premium_Economy,5000,290
1903,03/01/2017,Business,8000,670
1906,03/01/2017,Economy,4000,900
1912,03/01/2017,Economy,4000,350
1921,03/01/2017,Economy,4000,230
1922,03/01/2017,Economy,4000,220
1930,03/01/2017,Business,8000,320
1934,03/01/2017,Premium_Economy,5000,180
1945,04/01/2017,Premium_Economy,5000,600
1946,04/01/2017,Economy,4000,800
1947,04/01/2017,Economy,4000,110
1949,04/01/2017,Business,8000,630
1968,04/01/2017,Business,8000,290
1970,04/01/2017,Economy,4000,0
1980,04/01/2017,Economy,4000,500
1983,04/01/2017,Business,8000,430
1989,04/01/2017,Business,8000,900
1991,04/01/2017,Business,8000,260
1993,04/01/2017,Economy,4000,240
1994,04/01/2017,Economy,4000,600
2006,05/01/2017,Business,8000,180
2010,05/01/2017,Economy,4000,390
2013,05/01/2017,Economy,4000,700
2015,05/01/2017,Premium_Economy,5000,290
2017,05/01/2017,Business,8000,600
2026,05/01/2017,Economy,4000,230
2029,05/01/2017,Economy,4000,260
2031,05/01/2017,Business,8000,570
2034,05/01/2017,Economy,4000,370
2041,05/01/2017,Business,8000,240
2042,05/01/2017,Business,8000,370
2051,05/01/2017,Economy,4000,200
2052,05/01/2017,Business,8000,440
2054,06/01/2017,Premium_Economy,5000,200
2058,06/01/2017,Premium_Economy,5000,320
2065,07/01/2017,Premium_Economy,5000,430
2067,07/01/2017,Premium_Economy,5000,200
2069,07/01/2017,Business,8000,270
2070,07/01/2017,Business,8000,260
2073,07/01/2017,Business,8000,900
2078,07/01/2017,Business,8000,210
2080,07/01/2017,Economy,4000,900
2083,07/01/2017,Premium_Economy,5000,230
2087,07/01/2017,Premium_Economy,5000,290
2094,07/01/2017,Premium_Economy,5000,110
2097,07/01/2017,Economy,4000,240
2104,07/01/2017,Economy,4000,210
2106,07/01/2017,Business,8000,460
2110,07/01/2017,Economy,4000,220
2117,07/01/2017,Economy,4000,180
2118,07/01/2017,Premium_Economy,5000,430
2132,07/01/2017,Economy,4000,140
2133,07/01/2017,Business,8000,760
2139,07/01/2017,Economy,4000,190
2149,08/01/2017,Economy,4000,100
2150,08/01/2017,Economy,4000,130
2152,08/01/2017,Economy,4000,180
2156,08/01/2017,Business,8000,300
2159,08/01/2017,Business,8000,700
2161,08/01/2017,Premium_Economy,5000,210
2165,08/01/2017,Premium_Economy,5000,280
2166,08/01/2017,Business,8000,380
2168,08/01/2017,Business,8000,240
2175,08/01/2017,Business,8000,290
2188,08/01/2017,Premium_Economy,5000,360
2193,08/01/2017,Premium_Economy,5000,260
2203,09/01/2017,Premium_Economy,5000,350
2210,09/01/2017,Premium_Economy,5000,380
2211,09/01/2017,Business,8000,700
2214,09/01/2017,Premium_Economy,5000,330
2220,09/01/2017,Premium_Economy,5000,450
2223,09/01/2017,Economy,4000,180
2232,09/01/2017,Premium_Economy,5000,190
2233,09/01/2017,Business,8000,790
2237,09/01/2017,Premium_Economy,5000,210
2238,09/01/2017,Business,8000,510
2243,09/01/2017,Premium_Economy,5000,450
2245,09/01/2017,Business,8000,520
