,event_date,event_timestamp,event_name,event_previous_timestamp,event_value_in_usd,event_bundle_sequence_id,event_server_timestamp_offset,user_id,user_pseudo_id,user_first_touch_timestamp,user_ltv,stream_id,platform,event_dimensions,ecommerce,ga_session_number,engaged_session_event,firebase_event_origin,ga_session_id,firebase_conversion,session_engaged,privacy_info_analytics_storage,privacy_info_ads_storage,privacy_info_uses_transient_token,skywards_id,skywards_tier,first_open_time,location_service_status,device_category,device_mobile_brand_name,device_mobile_model_name,device_mobile_marketing_name,device_mobile_os_hardware_model,device_operating_system,device_operating_system_version,device_vendor_id,device_advertising_id,device_language,device_is_limited_ad_tracking,device_time_zone_offset_seconds,device_browser,device_browser_version,device_web_info,geo_continent,geo_country,geo_region,geo_city,geo_sub_continent,geo_metro,app_info_id,app_info_version,app_info_install_store,app_info_firebase_app_id,app_info_install_source,traffic_source_name,traffic_source_medium,traffic_source_source,firebase_screen_id,firebase_screen,entrances,firebase_previous_id,firebase_previous_screen,firebase_screen_class,firebase_previous_class,engagement_time_msec,item_name,item_id,content_type,screen_name,previous_os_version,previous_first_open_count,update_with_analytics,merchant_category,merchant_name,merchant_location
10,20230101,1672571500342003,screen_view,1672571499879003,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,auto,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550308,,,5098058354981550307,Category/Services,SpecificPartnerViewController,BaseTabBarViewController,,,,,,,,,,,
11,20230101,1672571503142004,user_engagement,1672571499879004,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,auto,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550308,,,,,SpecificPartnerViewController,,3262,,,,,,,,,,
12,20230101,1672571503142005,screen_view,1672571500342005,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,app,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550309,Categories,,5098058354981550308,,BaseTabBarViewController,SpecificPartnerViewController,,,,,,,,,,,
13,20230101,1672571503559006,screen_view,1672571503142006,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,auto,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550306,,,5098058354981550309,Categories,CategoriesViewController,BaseTabBarViewController,,,,,,,,,,,
14,20230101,1672571505690007,select_content,1672571499866007,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,app,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550306,,,,,CategoriesViewController,,,Categories:Fine Dining,Categories:Fine Dining,card,Categories,,,,,,
15,20230101,1672571505704008,user_engagement,1672571503142008,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,auto,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550306,,,,,CategoriesViewController,,2561,,,,,,,,,,
16,20230101,1672571505704009,screen_view,1672571503559009,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,app,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550310,Category/Fine dining,,5098058354981550306,,BaseTabBarViewController,CategoriesViewController,,,,,,,,,,,
17,20230101,1672571506173010,screen_view,1672571505704010,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,auto,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550311,,,5098058354981550310,Category/Fine dining,SpecificPartnerViewController,BaseTabBarViewController,,,,,,,,,,,
18,20230101,1672571512939011,user_engagement,1672571505704011,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,auto,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550311,,,,,SpecificPartnerViewController,,7235,,,,,,,,,,
19,20230101,1672571512939012,screen_view,1672571506173012,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,app,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550312,Categories,,5098058354981550311,,BaseTabBarViewController,SpecificPartnerViewController,,,,,,,,,,,
20,20230101,1672571513338013,screen_view,1672571512939013,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,auto,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550306,,,5098058354981550312,Categories,CategoriesViewController,BaseTabBarViewController,,,,,,,,,,,
21,20230101,1672571515569014,user_engagement,1672571512939014,,12,360313,,7617C4B61F7E490BAE32F46345741A13,1669870350840000,,1653913388,IOS,,,3,1,auto,1672571483,,,Yes,Yes,No,43139055,SILVER,1669870800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.6.1,23E70A11-E173-4B39-8746-0C59BC996517,,en-au,Yes,36000,,,,Oceania,Australia,Queensland,Gold Coast,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),5098058354981550306,,,,,CategoriesViewController,,2630,,,,,,,,,,
22,20230101,1672565059373000,session_start,1672193608434000,,44,438874,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,auto,1672565059,1,1,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),,,,,,,,,,,,,,,,,,
23,20230101,1672565059623001,screen_view,1672193622539001,,44,438874,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252638,Splash screen,1,,,,,,,,,,,,,,,
24,20230101,1672565059970002,screen_view,1672565059623002,,44,438874,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252637,Home,,-944117183879252638,Splash screen,BaseTabBarViewController,,,,,,,,,,,,
25,20230101,1672565060150000,screen_view,1672565059970000,,45,438875,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,auto,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252636,,,-944117183879252637,Home,HomeViewController,BaseTabBarViewController,,,,,,,,,,,
26,20230101,1672565072115001,user_engagement,1672194048730001,,45,438875,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,auto,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252636,,,,,HomeViewController,,12023,,,,,,,,,,
27,20230101,1672565072115002,screen_view,1672565060150002,,45,438875,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252635,My Profile,,-944117183879252636,,BaseTabBarViewController,HomeViewController,,,,,,,,,,,
28,20230101,1672565072128003,screen_view,1672565072115003,,45,438875,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,auto,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252634,,,-944117183879252635,My Profile,MyProfileViewController,BaseTabBarViewController,,,,,,,,,,,
29,20230101,1672565072132004,select_content,1672193618212004,,45,438875,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252634,,,,,MyProfileViewController,,,Location:On,Location:On,toggle,My Profile,,,,,,
30,20230101,1672565076075000,select_content,1672565072132000,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252634,,,,,MyProfileViewController,,,Skywards Everyday Statement,Skywards Everyday Statement,link,My Profile,,,,,,
31,20230101,1672565076639001,user_engagement,1672565072115001,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,auto,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252634,,,,,MyProfileViewController,,4524,,,,,,,,,,
32,20230101,1672565076641002,screen_view,1672565072128002,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,auto,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252633,,,-944117183879252634,,StatementsViewController,MyProfileViewController,,,,,,,,,,,
33,20230101,1672565076999003,screen_view,1672565076641003,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252632,Skywards Everyday Statement:No transactions yet,,-944117183879252633,,BaseTabBarViewController,StatementsViewController,,,,,,,,,,,
34,20230101,1672565082889004,user_engagement,1672565076639004,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,auto,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252632,Skywards Everyday Statement:No transactions yet,,,,BaseTabBarViewController,,6250,,,,,,,,,,
35,20230101,1672565082889005,screen_view,1672565076999005,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252631,My Profile,,-944117183879252632,Skywards Everyday Statement:No transactions yet,BaseTabBarViewController,BaseTabBarViewController,,,,,,,,,,,
36,20230101,1672565083437006,screen_view,1672565082889006,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,auto,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252634,,,-944117183879252631,My Profile,MyProfileViewController,BaseTabBarViewController,,,,,,,,,,,
37,20230101,1672565093547007,select_content,1672565076075007,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252634,,,,,MyProfileViewController,,,Useful Information:Contact Us,Useful Information:Contact Us,link,My Profile,,,,,,
38,20230101,1672565093547009,screen_view,1672565083437009,,46,286015,,90E0C2C65562422BB3EBF2630322725C,1669078378652000,,1653913388,IOS,,,11,1,app,1672565059,,,Yes,Yes,No,45861136,BLUE,1669078800000,On,tablet,Apple,iPad (9th gen),,"iPad12,1",iOS,iOS 15.5,9DBD19E6-137E-4387-B049-7DE4B3684B80,,en-nz,Yes,46800,,,,Oceania,New Zealand,Auckland,Auckland,Australasia,(not set),com.gravty.everyday,1.3.2,,1:440587949883:ios:a725538014a60aa1e0c91e,iTunes,(direct),(none),(direct),-944117183879252630,Contact Us,,-944117183879252634,,BaseTabBarViewController,MyProfileViewController,,,,,,,,,,,
